passage_id,source_id,source_title,source_url,source_type,published_year,passage_text,locator
PAS_0045,SRC_0045,百度百科：爱德华·伯奈斯,https://baike.baidu.com/item/爱德华·伯奈斯,encyclopedia,2023,爱德华·伯奈斯（Edward Bernays，1891-1995）是弗洛伊德的侄子，公共关系理论奠基人。1923年出版《舆论的结晶》，将心理学应用于公关实践，被誉为「公关之父」。,舆论的结晶段落
PAS_0024,SRC_0024,百度百科：王韬,https://baike.baidu.com/item/王韬,encyclopedia,2023,王韬（1828-1897），清末思想家、报人，中国近代报刊事业先驱。1874年在香港创办《循环日报》，提出变法自强主张，是中国第一位报刊政论家。,概述段落
PAS_0025,SRC_0025,百度百科：康有为,https://baike.baidu.com/item/康有为,encyclopedia,2023,康有为（1858-1927），清末维新派领袖。1895年发起公车上书，创办《万国公报》《强学报》，以报刊为维新变法工具，推动戊戌变法运动。,新闻活动段落
PAS_0026,SRC_0026,百度百科：严复,https://baike.baidu.com/item/严复,encyclopedia,2023,严复（1854-1921），中国近代启蒙思想家、翻译家。1897年主持《国闻报》，提出报刊应「通上下之情」，翻译《天演论》等西方名著。,新闻活动段落
PAS_0027,SRC_0027,百度百科：陈独秀,https://baike.baidu.com/item/陈独秀,encyclopedia,2023,陈独秀（1879-1942），新文化运动领袖。1915年创办《青年杂志》（后改名《新青年》），倡导科学与民主，掀起新文化运动浪潮。,新文化运动段落
PAS_0028,SRC_0028,百度百科：李大钊,https://baike.baidu.com/item/李大钊,encyclopedia,2023,李大钊（1889-1927），中国共产党创始人之一。1919年在《新青年》发表《我的马克思主义观》，是中国最早系统介绍马克思主义的学者。,马克思主义传播段落
PAS_0029,SRC_0029,百度百科：邹韬奋,https://baike.baidu.com/item/邹韬奋,encyclopedia,2023,邹韬奋（1895-1944），著名新闻记者、出版家。1930年代主编《生活》周刊，以「为民众喉舌」为宗旨，积极宣传抗日救亡。,新闻生涯段落
PAS_0030,SRC_0030,百度百科：范长江,https://baike.baidu.com/item/范长江,encyclopedia,2023,范长江（1909-1970），著名新闻记者。1936年发表《中国的西北角》系列通讯，开创中国现代新闻通讯文体，是新华社创建者之一。,新闻生涯段落
PAS_0031,SRC_0031,百度百科：鲁迅,https://baike.baidu.com/item/鲁迅,encyclopedia,2023,鲁迅（1881-1936），中国现代文学奠基人。其杂文被誉为「匕首和投枪」，以犀利笔锋批判社会黑暗，唤醒民众觉悟。,杂文创作段落
PAS_0032,SRC_0032,百度百科：毛泽东新闻思想,https://baike.baidu.com/item/毛泽东新闻思想,encyclopedia,2023,毛泽东（1893-1976）创立了党报理论体系，强调报纸是党的喉舌，是党和人民联系的桥梁纽带，必须坚持党性原则。,党报理论段落
PAS_0033,SRC_0033,百度百科：徐宝璜,https://baike.baidu.com/item/徐宝璜,encyclopedia,2023,徐宝璜（1894-1930），中国新闻教育先驱。1918年在北京大学开设新闻学课程，著有《新闻学》一书，被誉为中国新闻教育第一人。,新闻教育段落
PAS_0016,SRC_0016,百度百科：拉斯韦尔,https://baike.baidu.com/item/哈罗德·拉斯韦尔,encyclopedia,2023,哈罗德·拉斯韦尔（Harold Lasswell）是美国著名政治学家和传播学奠基人之一。1948年提出传播学经典的5W模式，奠定了传播研究的基本框架。,5W模式段落
PAS_0017,SRC_0017,百度百科：卢因,https://baike.baidu.com/item/库尔特·卢因,encyclopedia,2023,库尔特·卢因（Kurt Lewin）是德裔美国社会心理学家，被誉为「社会心理学之父」。1947年提出「把关人」概念，对新闻传播研究产生深远影响。,把关人理论段落
PAS_0018,SRC_0018,百度百科：霍夫兰,https://baike.baidu.com/item/卡尔·霍夫兰,encyclopedia,2023,卡尔·霍夫兰（Carl Hovland）是美国心理学家，耶鲁学派的创始人。他主持的说服研究项目系统探讨了态度改变的心理机制。,说服研究段落
PAS_0019,SRC_0019,百度百科：香农,https://baike.baidu.com/item/克劳德·香农,encyclopedia,2023,克劳德·香农（Claude Shannon）是美国数学家和电气工程师，被誉为「信息论之父」。1948年发表《通信的数学理论》，奠定了信息论的数学基础。,信息论段落
PAS_0020,SRC_0020,百度百科：维纳,https://baike.baidu.com/item/诺伯特·维纳,encyclopedia,2023,诺伯特·维纳（Norbert Wiener）是美国数学家，控制论的创始人。1948年出版《控制论》，提出了反馈和控制的基本原理。,控制论段落
PAS_0021,SRC_0021,百度百科：诺依曼,https://baike.baidu.com/item/伊丽莎白·诺依曼,encyclopedia,2023,伊丽莎白·诺依曼（Elisabeth Noelle-Neumann）是德国政治学家和传播学者。1974年提出「沉默的螺旋」理论，解释舆论形成的社会心理机制。,沉默的螺旋段落
PAS_0022,SRC_0022,百度百科：格伯纳,https://baike.baidu.com/item/乔治·格伯纳,encyclopedia,2023,乔治·格伯纳（George Gerbner）是美国传播学者，宾夕法尼亚大学安嫩伯格传播学院院长。1976年提出涵化理论，研究电视对观众世界观的影响。,涵化理论段落
PAS_0023,SRC_0023,百度百科：罗杰斯,https://baike.baidu.com/item/埃弗雷特·罗杰斯,encyclopedia,2023,埃弗雷特·罗杰斯（Everett Rogers）是美国传播学者。1962年出版《创新的扩散》，系统阐述了创新在社会系统中传播的规律。,创新扩散段落
PAS_0046,SRC_0046,百度百科：雷蒙德·威廉斯,https://baike.baidu.com/item/雷蒙德·威廉斯,encyclopedia,2023,雷蒙德·威廉斯（Raymond Williams，1921-1988）是英国文化研究奠基人。1958年发表《文化与社会》，提出「文化是普通的」，强调文化是整个生活方式。,文化研究段落
PAS_0047,SRC_0047,百度百科：理查德·霍加特,https://baike.baidu.com/item/理查德·霍加特,encyclopedia,2023,理查德·霍加特（Richard Hoggart，1918-2014）是伯明翰当代文化研究中心创始人。1957年出版《识字的用途》，开创工人阶级文化研究。,文化研究段落
PAS_0048,SRC_0048,百度百科：E.P.汤普森,https://baike.baidu.com/item/E.P.汤普森,encyclopedia,2023,E.P.汤普森（E.P. Thompson，1924-1993）是英国马克思主义历史学家。1963年出版《英国工人阶级的形成》，强调工人阶级的文化能动性。,文化研究段落
PAS_0049,SRC_0049,百度百科：大卫·莫利,https://baike.baidu.com/item/大卫·莫利,encyclopedia,2023,大卫·莫利（David Morley）是伯明翰学派成员。1980年出版《全国观众》，实证研究电视受众的解码实践，验证霍尔的编码/解码理论。,受众研究段落
PAS_0050,SRC_0050,百度百科：约翰·费斯克,https://baike.baidu.com/item/约翰·费斯克,encyclopedia,2023,约翰·费斯克（John Fiske，1939-2021）是文化研究学者。1989年出版《理解大众文化》，强调受众的积极性和快感政治。,大众文化段落
PAS_0051,SRC_0051,百度百科：罗伯特·帕克,https://baike.baidu.com/item/罗伯特·帕克,encyclopedia,2023,罗伯特·帕克（Robert E. Park，1864-1944）是美国社会学家，芝加哥学派创始人之一。他将城市视为社会实验室，运用生态学方法研究城市社会组织和传播过程，认为报纸是城市生态系统中的重要组成部分。,城市生态学段落
PAS_0052,SRC_0052,百度百科：乔治·米德,https://baike.baidu.com/item/乔治·米德,encyclopedia,2023,乔治·赫伯特·米德（George Herbert Mead，1863-1931）是美国社会心理学家，符号互动论创始人。他提出「自我」通过社会互动形成，人们通过「主我」与「客我」的对话建构意义，语言和符号是社会互动的核心媒介。,符号互动论段落
PAS_0053,SRC_0053,百度百科：赫伯特·布鲁默,https://baike.baidu.com/item/赫伯特·布鲁默,encyclopedia,2023,赫伯特·布鲁默（Herbert Blumer，1900-1987）是美国社会学家，米德的学生。他系统化了符号互动论，提出三个核心前提：人们根据事物的意义行动；意义源于社会互动；意义在解释过程中被修改。,符号互动论段落
PAS_0054,SRC_0054,百度百科：沃尔特·翁,https://baike.baidu.com/item/沃尔特·翁,encyclopedia,2023,沃尔特·翁（Walter J. Ong，1912-2003）是美国学者，多伦多学派成员。1982年出版《口语文化与书面文化》，分析口语文化与书面文化的认知差异，认为书写技术重构了人类意识和思维方式。,口语文化段落
PAS_0055,SRC_0055,百度百科：埃里克·哈弗洛克,https://baike.baidu.com/item/埃里克·哈弗洛克,encyclopedia,2023,埃里克·哈弗洛克（Eric A. Havelock，1903-1988）是古典学者，多伦多学派成员。1963年出版《柏拉图导论》，论证古希腊从口语文化向书面文化的转变如何催生了抽象思维和哲学。,希腊口语文化段落
PAS_0056,SRC_0056,百度百科：德里克·德科霍夫,https://baike.baidu.com/item/德里克·德科霍夫,encyclopedia,2023,德里克·德科霍夫（Derrick de Kerckhove，1944-）是麦克卢汉的学生，多伦多学派第二代代表。他研究数字媒介对人类心智的影响，提出「联网智能」概念，认为互联网正在创造一种集体智慧形态。,数字媒介段落
PAS_0070,SRC_0070,百度百科：丹·席勒,https://baike.baidu.com/item/丹·席勒,encyclopedia,2023,丹·席勒（Dan Schiller，1951-）是美国传播学者，传播政治经济学代表人物。1999年出版《数字资本主义》，批判信息技术如何被纳入资本主义逻辑，服务于企业利润最大化和全球市场扩张。,数字资本主义段落
PAS_0071,SRC_0071,百度百科：文森特·莫斯可,https://baike.baidu.com/item/文森特·莫斯可,encyclopedia,2023,文森特·莫斯可（Vincent Mosco，1948-）是加拿大传播学者，传播政治经济学奠基人之一。1996年出版《传播政治经济学》，提出商品化、空间化、结构化三个核心分析范畴，研究传播产业中的权力关系。,传播政治经济学段落
PAS_0072,SRC_0072,百度百科：格雷厄姆·默多克,https://baike.baidu.com/item/格雷厄姆·默多克,encyclopedia,2023,格雷厄姆·默多克（Graham Murdock，1946-）是英国传播学者，批判政治经济学代表人物。1982年与戈尔丁合著《大众媒介的政治经济学》，分析媒体所有权集中如何影响内容多样性和民主参与。,媒体所有权段落
PAS_0073,SRC_0073,百度百科：保罗·莱文森,https://baike.baidu.com/item/保罗·莱文森,encyclopedia,2023,保罗·莱文森（Paul Levinson，1947-）是美国媒介理论家，媒介生态学第三代代表。1999年提出「新新媒介」概念，认为数字媒介是人类感官延伸的最新阶段，继承并发展了麦克卢汉的媒介进化思想。,新新媒介段落
PAS_0074,SRC_0074,百度百科：兰斯·斯特拉特,https://baike.baidu.com/item/兰斯·斯特拉特,encyclopedia,2023,兰斯·斯特拉特（Lance Strate，1957-）是美国传播学者，1998年创立媒介生态学协会（MEA）。他致力于媒介生态学的学科建设，强调媒介环境对人类感知、思维和价值观的塑造作用。,媒介生态学协会段落
PAS_0075,SRC_0075,百度百科：克里斯汀·尼斯特龙,https://baike.baidu.com/item/克里斯汀·尼斯特龙,encyclopedia,2023,克里斯汀·尼斯特龙（Christine Nystrom，1941-）是尼尔·波兹曼的同事，1973年在纽约大学创建媒介生态学博士项目。她首次系统定义媒介生态学为研究媒介环境如何影响人类感知、理解和价值的学科。,媒介生态学教育段落
PAS_0080,SRC_0080,百度百科：博古,https://baike.baidu.com/item/博古,encyclopedia,2023,博古（1907-1946），原名秦邦宪，中国共产党早期领导人。1931年在江西瑞金参与创建红色中华通讯社（红中社），这是新华社的前身。红中社为革命根据地提供新闻报道服务，传播党的政策方针，是中国共产党新闻事业的重要起点。,红中社段落
PAS_0081,SRC_0081,百度百科：杨尚昆,https://baike.baidu.com/item/杨尚昆,encyclopedia,2023,杨尚昆（1907-1998），中国共产党领导人。1940年在延安参与筹建延安新华广播电台，这是中国共产党领导的第一座人民广播电台，标志着党的广播事业的诞生，为抗日战争和解放战争时期的宣传工作发挥了重要作用。,延安广播段落
PAS_0082,SRC_0082,百度百科：廖承志,https://baike.baidu.com/item/廖承志,encyclopedia,2023,廖承志（1908-1983），中国共产党领导人，长期从事对外宣传和统战工作。1949年后主持新华社对外新闻报道工作，推动中国对外宣传事业发展，致力于向国际社会传播中国声音，增进世界对中国的了解。,对外宣传段落
PAS_0083,SRC_0083,百度百科：黄天鹏,https://baike.baidu.com/item/黄天鹏,encyclopedia,2023,黄天鹏（1905-1982），中国新闻学家、新闻教育家。1930年出版《新闻学概论》，系统阐述新闻学基本理论，涵盖新闻本质、采访编辑、报业经营等内容，是中国早期重要的新闻学理论著作之一。,新闻学概论段落
PAS_0084,SRC_0084,百度百科：任白涛,https://baike.baidu.com/item/任白涛,encyclopedia,2023,任白涛（1890-1952），中国新闻学家。1941年出版《综合新闻学》，主张新闻学应当综合运用社会学、心理学、政治学等多学科方法，建立完整的新闻学理论体系，对中国新闻学学科建设产生重要影响。,综合新闻学段落
PAS_0085,SRC_0085,百度百科：方汉奇,https://baike.baidu.com/item/方汉奇,encyclopedia,2023,方汉奇（1926-），中国新闻史学家，中国人民大学新闻学院教授。1992年主编出版《中国新闻事业通史》三卷本，系统梳理中国新闻事业从古代到当代的发展历程，是中国新闻史研究的里程碑之作。,新闻事业通史段落
PAS_0060,SRC_0060,百度百科：大卫·萨诺夫,https://baike.baidu.com/item/大卫·萨诺夫,encyclopedia,2023,大卫·萨诺夫（David Sarnoff，1891-1971）是美国广播业先驱，RCA和NBC的缔造者。1926年他创建NBC，开创了以广告为支撑的商业广播模式，将广播从业余爱好者的实验转变为大众娱乐产业。,商业广播段落
PAS_0061,SRC_0061,百度百科：威廉·佩利,https://baike.baidu.com/item/威廉·佩利,encyclopedia,2023,威廉·佩利（William S. Paley，1901-1990）是CBS创始人，美国广播业巨头。1928年收购哥伦比亚广播公司，通过签约明星艺人和制作优质娱乐节目，将CBS打造为与NBC并驾齐驱的广播帝国。,CBS发展段落
PAS_0062,SRC_0062,百度百科：芭芭拉·沃尔特斯,https://baike.baidu.com/item/芭芭拉·沃尔特斯,encyclopedia,2023,芭芭拉·沃尔特斯（Barbara Walters，1929-2022）是美国电视新闻先驱，1976年成为美国三大网络首位女性晚间新闻联合主播，打破电视新闻的性别壁垒，以深度名人访谈著称。,女性新闻段落
PAS_0063,SRC_0063,百度百科：特德·特纳,https://baike.baidu.com/item/特德·特纳,encyclopedia,2023,特德·特纳（Ted Turner，1938-）是美国媒体大亨，CNN创始人。1980年创办有线新闻网CNN，首创24小时全天候新闻播出模式，彻底改变了电视新闻的生产和消费方式。,24小时新闻段落
PAS_0064,SRC_0064,百度百科：亚瑟·佩奇,https://baike.baidu.com/item/亚瑟·佩奇,encyclopedia,2023,亚瑟·佩奇（Arthur W. Page，1883-1960）是企业公关理论奠基人，1927年任AT&T公关副总裁。他提出「佩奇原则」，强调企业行为必须符合公众利益，公关应建立在诚实和透明之上。,企业公关段落
PAS_0065,SRC_0065,百度百科：卡尔·博伊尔,https://baike.baidu.com/item/卡尔·博伊尔,encyclopedia,2023,卡尔·博伊尔（Carl Byoir，1888-1957）是美国公关先驱，1930年创立博伊尔公关公司。他开创了全服务公关模式，整合调研、策划、媒体关系和危机管理，推动公关成为专业服务行业。,全服务公关段落
PAS_0066,SRC_0066,百度百科：哈罗德·伯森,https://baike.baidu.com/item/哈罗德·伯森,encyclopedia,2023,哈罗德·伯森（Harold Burson，1921-2020）是全球公关先驱，1953年联合创立博雅公关公司（Burson-Marsteller）。他将公关业务推向国际化，建立全球公关网络，服务跨国企业。,全球公关段落
PAS_0090,SRC_0090,百度百科：欧文·贾尼斯,https://baike.baidu.com/item/欧文·贾尼斯,encyclopedia,2023,欧文·贾尼斯（Irving Janis，1918-1990）是美国社会心理学家。1972年出版《群体思维的受害者》，通过分析猪湾事件等政策失误案例，提出群体思维理论，揭示高凝聚力群体如何压制异议导致决策失误。,群体思维段落
PAS_0091,SRC_0091,百度百科：唐纳德·肖,https://baike.baidu.com/item/唐纳德·肖,encyclopedia,2023,唐纳德·肖（Donald Shaw，1936-）是美国传播学者。1972年与麦库姆斯共同发表议程设置研究，通过1968年美国总统大选的实证研究，证明媒介报道与公众议题认知之间的相关性。,议程设置段落
PAS_0092,SRC_0092,百度百科：拉里·格罗斯,https://baike.baidu.com/item/拉里·格罗斯,encyclopedia,2023,拉里·格罗斯（Larry Gross，1942-）是美国传播学者，宾夕法尼亚大学教授。与格伯纳合作开展涵化理论研究，特别关注电视对性少数群体形象呈现的影响，是LGBTQ媒介研究先驱。,涵化理论段落
PAS_0093,SRC_0093,百度百科：郑观应,https://baike.baidu.com/item/郑观应,encyclopedia,2023,郑观应（1842-1922），清末维新思想家、实业家。1894年出版《盛世危言》，提出「商战」主张，认为商务竞争比军事战争更为重要，主张发展民族工商业以抵御外国经济侵略。,盛世危言段落
PAS_0094,SRC_0094,百度百科：林行止,https://baike.baidu.com/item/林行止,encyclopedia,2023,林行止（1940-），香港著名财经评论家。1973年创办《信报财经新闻》，以独立、专业的财经评论著称，被誉为「香港第一健笔」，开创华文财经评论新风格。,信报财经段落
