scholar_id,wikipedia_url,birth_year,death_year,evidence_url,method,enriched_at
SCH_CAPOTE,https://en.wikipedia.org/wiki/Truman_Capote,1924,1984,https://en.wikipedia.org/wiki/Truman_Capote,opensearch_en+tavily_extract,2026-09-17
SCH_CAREY,https://en.wikipedia.org/wiki/James_Carey,1839,1919,https://en.wikipedia.org/wiki/James_Carey,opensearch_en+tavily_extract,2026-09-17
SCH_CASTELLS,https://en.wikipedia.org/wiki/Manuel_Castells,1942,,https://en.wikipedia.org/wiki/Manuel_Castells,tavily_search+tavily_extract,2026-09-17
SCH_CHENG_SHEWO,https://en.wikipedia.org/wiki/Cheng_Shewo,1898,1991,https://en.wikipedia.org/wiki/Cheng_Shewo,tavily_search+tavily_extract,2026-09-17
SCH_CHEN_DUXIU,https://en.wikipedia.org/wiki/Chen_Duxiu,1879,1942,https://en.wikipedia.org/wiki/Chen_Duxiu,opensearch_en+tavily_extract,2026-09-17
SCH_CHEN_LIDAN,https://en.wikipedia.org/wiki/Chen_Liangyu,1946,,https://en.wikipedia.org/wiki/Chen_Liangyu,opensearch_en+tavily_extract,2026-09-17
SCH_CHEN_YOUREN,https://en.wikipedia.org/wiki/Eugene_Chen,1878,1944,https://en.wikipedia.org/wiki/Eugene_Chen,opensearch_en+tavily_extract,2026-09-17
SCH_CHOMSKY,https://en.wikipedia.org/wiki/Noam_Chomsky,1928,,https://en.wikipedia.org/wiki/Noam_Chomsky,opensearch_en+tavily_extract,2026-09-17
SCH_CHU_ANPING,https://en.wikipedia.org/wiki/Chu_Anping,1909,,https://en.wikipedia.org/wiki/Chu_Anping,opensearch_en+tavily_extract,2026-09-17
SCH_COOLEY,https://en.wikipedia.org/wiki/Charles_Horton_Cooley,1864,1929,https://en.wikipedia.org/wiki/Charles_Horton_Cooley,opensearch_en+tavily_extract,2026-09-17
SCH_CRONKITE,https://en.wikipedia.org/wiki/Walter_Cronkite,1916,2009,https://en.wikipedia.org/wiki/Walter_Cronkite,opensearch_en+tavily_extract,2026-09-17
SCH_DAN_SCHILLER,https://en.wikipedia.org/wiki/Daniel_Schlereth,1986,,https://en.wikipedia.org/wiki/Daniel_Schlereth,opensearch_en+tavily_extract,2026-09-17
SCH_DEKERCKHOVE,https://en.wikipedia.org/wiki/Derrick_de_Kerckhove,1944,,https://en.wikipedia.org/wiki/Derrick_de_Kerckhove,opensearch_en+tavily_extract,2026-09-17
SCH_DENG_JIXI,https://en.wikipedia.org/wiki/Deng_Jixing,1907,1995,https://en.wikipedia.org/wiki/Deng_Jixing,opensearch_en+tavily_extract,2026-09-17
SCH_DENG_TUO,https://en.wikipedia.org/wiki/Deng_Tuo,1919,,https://en.wikipedia.org/wiki/Deng_Tuo,tavily_search+tavily_extract,2026-09-17
SCH_DEWEY,https://en.wikipedia.org/wiki/John_Dewey,1859,1952,https://en.wikipedia.org/wiki/John_Dewey,opensearch_en+tavily_extract,2026-09-17
SCH_DIDION,https://en.wikipedia.org/wiki/Joan_Didion,1934,2021,https://en.wikipedia.org/wiki/Joan_Didion,opensearch_en+tavily_extract,2026-09-17
SCH_ENTMAN,https://en.wikipedia.org/wiki/Robert_M._Weitman,1905,1989,https://en.wikipedia.org/wiki/Robert_M._Weitman,opensearch_en+tavily_extract,2026-09-17
SCH_EPSTEIN,https://en.wikipedia.org/wiki/Israel_Epstein,1915,2005,https://en.wikipedia.org/wiki/Israel_Epstein,opensearch_en+tavily_extract,2026-09-17
SCH_EP_THOMPSON,https://en.wikipedia.org/wiki/E._P._Thompson,1924,,https://en.wikipedia.org/wiki/E._P._Thompson,opensearch_en+tavily_extract,2026-09-17
SCH_FALLACI,https://zh.wikipedia.org/wiki/%E5%A5%A5%E9%87%8C%E4%BA%9A%E5%A8%9C%C2%B7%E6%B3%95%E6%8B%89%E5%A5%87,1929,2006,https://zh.wikipedia.org/wiki/%E5%A5%A5%E9%87%8C%E4%BA%9A%E5%A8%9C%C2%B7%E6%B3%95%E6%8B%89%E5%A5%87,opensearch_zh+tavily_extract,2026-09-17
SCH_FANG_HANQI,https://en.wikipedia.org/wiki/Fang_Wan-ling,1999,,https://en.wikipedia.org/wiki/Fang_Wan-ling,opensearch_en+tavily_extract,2026-09-17
SCH_FAN_CHANGJIANG,https://en.wikipedia.org/wiki/Fan_Changjiang,1909,1970,https://en.wikipedia.org/wiki/Fan_Changjiang,tavily_search+tavily_extract,2026-09-17
SCH_FISKE,https://en.wikipedia.org/wiki/John_Fiske,1842,1901,https://en.wikipedia.org/wiki/John_Fiske,opensearch_en+tavily_extract,2026-09-17
SCH_FROMM,https://simple.wikipedia.org/wiki/Erich_Fromm,,,https://simple.wikipedia.org/wiki/Erich_Fromm,tavily_search+no_years,2026-09-17
SCH_GERBNER,https://en.wikipedia.org/wiki/George_Gerbner,1919,2005,https://en.wikipedia.org/wiki/George_Gerbner,opensearch_en+tavily_extract,2026-09-17
SCH_GE_GONGZHEN,https://en.wikipedia.org/wiki/Ge_Hongsheng,,,https://en.wikipedia.org/wiki/Ge_Hongsheng,opensearch_en+no_years,2026-09-17
SCH_GOFFMAN,https://en.wikipedia.org/wiki/Erving_Goffman,1922,1982,https://en.wikipedia.org/wiki/Erving_Goffman,tavily_search+tavily_extract,2026-09-17
SCH_GREELEY,https://en.wikipedia.org/wiki/Horace_Greeley,1811,1872,https://en.wikipedia.org/wiki/Horace_Greeley,opensearch_en+tavily_extract,2026-09-17
SCH_GROSS,https://en.wikipedia.org/wiki/Larry_Gross,1953,,https://en.wikipedia.org/wiki/Larry_Gross,tavily_search+tavily_extract,2026-09-17
SCH_GUO_QINGGUANG,https://en.wikipedia.org/wiki/Guo_Yingguang,1983,,https://en.wikipedia.org/wiki/Guo_Yingguang,opensearch_en+tavily_extract,2026-09-17
SCH_HABERMAS,https://en.wikipedia.org/wiki/J%C3%BCrgen_Habermas,1929,,https://en.wikipedia.org/wiki/J%C3%BCrgen_Habermas,opensearch_en+tavily_extract,2026-09-17
SCH_HALL,https://en.wikipedia.org/wiki/Stuart_Hall_(racing_driver),1984,,https://en.wikipedia.org/wiki/Stuart_Hall_(racing_driver),tavily_search+tavily_extract,2026-09-17
SCH_HAVELOCK,https://en.wikipedia.org/wiki/Eric_A._Havelock,,,https://en.wikipedia.org/wiki/Eric_A._Havelock,opensearch_en+no_years,2026-09-17
SCH_HEARST,https://en.wikipedia.org/wiki/William_Randolph_Hearst,1863,1951,https://en.wikipedia.org/wiki/William_Randolph_Hearst,opensearch_en+tavily_extract,2026-09-17
SCH_HEMINGWAY,https://en.wikipedia.org/wiki/Ernest_Hemingway,1899,1961,https://en.wikipedia.org/wiki/Ernest_Hemingway,opensearch_en+tavily_extract,2026-09-17
SCH_HOGGART,https://en.wikipedia.org/wiki/Richard_Hoggart,1918,2014,https://en.wikipedia.org/wiki/Richard_Hoggart,opensearch_en+tavily_extract,2026-09-17
SCH_HORKHEIMER,https://en.wikipedia.org/wiki/Max_Horkheimer,1895,1973,https://en.wikipedia.org/wiki/Max_Horkheimer,opensearch_en+tavily_extract,2026-09-17
SCH_HOVLAND,https://en.wikipedia.org/wiki/Carl_Hovland,1912,1961,https://en.wikipedia.org/wiki/Carl_Hovland,opensearch_en+tavily_extract,2026-09-17
SCH_HUANG_TIANPENG,https://zh.wikipedia.org/wiki/%E9%BB%83%E5%A4%A9%E9%B5%AC,1909,1982,https://zh.wikipedia.org/wiki/%E9%BB%83%E5%A4%A9%E9%B5%AC,opensearch_zh+tavily_extract,2026-09-17
SCH_HUANG_YUANYONG,https://en.wikipedia.org/wiki/Huang_Yuanyong,1885,1915,https://en.wikipedia.org/wiki/Huang_Yuanyong,tavily_search+tavily_extract,2026-09-17
SCH_HU_ZHENGZHI,https://en.wikipedia.org/wiki/Hu_Zhengzhi,1889,1949,https://en.wikipedia.org/wiki/Hu_Zhengzhi,opensearch_en+tavily_extract,2026-09-17
SCH_INNIS,https://en.wikipedia.org/wiki/Harold_Innis,1894,1952,https://en.wikipedia.org/wiki/Harold_Innis,opensearch_en+tavily_extract,2026-09-17
SCH_IVY_LEE,https://en.wikipedia.org/wiki/Ivy_Lee,1877,1934,https://en.wikipedia.org/wiki/Ivy_Lee,opensearch_en+tavily_extract,2026-09-17
SCH_JANIS,https://en.wikipedia.org/wiki/Irving_Janis,1918,1990,https://en.wikipedia.org/wiki/Irving_Janis,opensearch_en+tavily_extract,2026-09-17
SCH_JEFFERSON,https://simple.wikipedia.org/wiki/Thomas_Jefferson,1743,1826,https://simple.wikipedia.org/wiki/Thomas_Jefferson,tavily_search+tavily_extract,2026-09-17
SCH_JENKINS,https://en.wikipedia.org/wiki/Henry_Jenkins,1958,,https://en.wikipedia.org/wiki/Henry_Jenkins,opensearch_en+tavily_extract,2026-09-17
SCH_JIN_YONG,https://zh.wikipedia.org/wiki/%E9%87%91%E5%BA%B8,1924,2018,https://zh.wikipedia.org/wiki/%E9%87%91%E5%BA%B8,opensearch_zh+tavily_extract,2026-09-17
SCH_KANG_YOUWEI,https://en.wikipedia.org/wiki/Kang_Youwei,1858,1927,https://en.wikipedia.org/wiki/Kang_Youwei,opensearch_en+tavily_extract,2026-09-17
SCH_KATZ,https://en.wikipedia.org/wiki/Elihu_Katz,1926,2021,https://en.wikipedia.org/wiki/Elihu_Katz,opensearch_en+tavily_extract,2026-09-17
SCH_KITTLER,https://en.wikipedia.org/wiki/Friedrich_Kittler,1943,2011,https://en.wikipedia.org/wiki/Friedrich_Kittler,tavily_search+tavily_extract,2026-09-17
SCH_KRACAUER,https://en.wikipedia.org/wiki/Siegfried_Kracauer,1889,1966,https://en.wikipedia.org/wiki/Siegfried_Kracauer,tavily_search+tavily_extract,2026-09-17
SCH_LAM_HANGCHI,https://zh.wikipedia.org/wiki/%E6%9E%97%E8%A1%8C%E6%AD%A2,1940,,https://zh.wikipedia.org/wiki/%E6%9E%97%E8%A1%8C%E6%AD%A2,opensearch_zh+tavily_extract,2026-09-17
SCH_LASSWELL,https://en.wikipedia.org/wiki/Harold_Lasswell,1902,1978,https://en.wikipedia.org/wiki/Harold_Lasswell,opensearch_en+tavily_extract,2026-09-17
SCH_LAZARSFELD,https://en.wikipedia.org/wiki/Paul_Lazarsfeld,1901,1976,https://en.wikipedia.org/wiki/Paul_Lazarsfeld,opensearch_en+tavily_extract,2026-09-17
SCH_LEVINSON,https://en.wikipedia.org/wiki/Paul_Levinson,1947,,https://en.wikipedia.org/wiki/Paul_Levinson,opensearch_en+tavily_extract,2026-09-17
SCH_LEWIN,https://en.wikipedia.org/wiki/Kurt_Lewin,1890,1947,https://en.wikipedia.org/wiki/Kurt_Lewin,opensearch_en+tavily_extract,2026-09-17
SCH_LIANG_QICHAO,https://en.wikipedia.org/wiki/Liang_Qichao,1873,1929,https://en.wikipedia.org/wiki/Liang_Qichao,opensearch_en+tavily_extract,2026-09-17
SCH_LIAO_CHENGZHI,https://en.wikipedia.org/wiki/Liao_Chengzhi,1908,1983,https://en.wikipedia.org/wiki/Liao_Chengzhi,opensearch_en+tavily_extract,2026-09-17
SCH_LIEBLING,https://en.wikipedia.org/wiki/A._J._Liebling,1904,1963,https://en.wikipedia.org/wiki/A._J._Liebling,opensearch_en+tavily_extract,2026-09-17
SCH_LIN_BAISHUI,https://zh.wikipedia.org/wiki/%E6%9E%97%E7%99%BD%E6%B0%B4,1874,1926,https://zh.wikipedia.org/wiki/%E6%9E%97%E7%99%BD%E6%B0%B4,opensearch_zh+tavily_extract,2026-09-17
SCH_LIN_YUTANG,https://zh.wikipedia.org/wiki/%E6%9E%97%E8%AF%AD%E5%A0%82,1895,1976,https://zh.wikipedia.org/wiki/%E6%9E%97%E8%AF%AD%E5%A0%82,opensearch_zh+tavily_extract,2026-09-17
SCH_LIPPMANN,https://en.wikipedia.org/wiki/Walter_Lippmann,1889,1974,https://en.wikipedia.org/wiki/Walter_Lippmann,opensearch_en+tavily_extract,2026-09-17
SCH_LI_DAZHAO,https://en.wikipedia.org/wiki/Li_Dazhao,1889,1927,https://en.wikipedia.org/wiki/Li_Dazhao,opensearch_en+tavily_extract,2026-09-17
SCH_LI_LIANGRONG,https://en.wikipedia.org/wiki/Li_Lingrong,,,https://en.wikipedia.org/wiki/Li_Lingrong,opensearch_en+no_years,2026-09-17
SCH_LOCKE,https://en.wikipedia.org/wiki/John_Locke,1632,1704,https://en.wikipedia.org/wiki/John_Locke,opensearch_en+tavily_extract,2026-09-17
SCH_LOWENTHAL,https://en.wikipedia.org/wiki/Leo_L%C3%B6wenthal,,,https://en.wikipedia.org/wiki/Leo_L%C3%B6wenthal,opensearch_en+no_years,2026-09-17
SCH_LUCE,https://en.wikipedia.org/wiki/Henry_Luce,1898,1967,https://en.wikipedia.org/wiki/Henry_Luce,opensearch_en+tavily_extract,2026-09-17
SCH_LUHMANN,https://en.wikipedia.org/wiki/Niklas_Luhmann,1927,1998,https://en.wikipedia.org/wiki/Niklas_Luhmann,tavily_search+tavily_extract,2026-09-17
SCH_LU_XUN,https://en.wikipedia.org/wiki/Lu_Xun_Native_Place,1881,1902,https://en.wikipedia.org/wiki/Lu_Xun_Native_Place,tavily_search+tavily_extract,2026-09-17
SCH_MAO_ZEDONG,https://zh.wikipedia.org/wiki/%E6%AF%9B%E6%B3%BD%E4%B8%9C,1893,1976,https://zh.wikipedia.org/wiki/%E6%AF%9B%E6%B3%BD%E4%B8%9C,opensearch_zh+tavily_extract,2026-09-17
SCH_MARCUSE,https://simple.wikipedia.org/wiki/Herbert_Marcuse,,,https://simple.wikipedia.org/wiki/Herbert_Marcuse,tavily_search+no_years,2026-09-17
SCH_MCCHESNEY,https://en.wikipedia.org/wiki/Robert_McChesney,1913,2008,https://en.wikipedia.org/wiki/Robert_McChesney,opensearch_en+tavily_extract,2026-09-17
SCH_MCCOMBS,https://en.wikipedia.org/wiki/Maxwell_McCombs,1938,2024,https://en.wikipedia.org/wiki/Maxwell_McCombs,opensearch_en+tavily_extract,2026-09-17
SCH_MCLUHAN,https://en.wikipedia.org/wiki/Marshall_McLuhan,1911,1980,https://en.wikipedia.org/wiki/Marshall_McLuhan,opensearch_en+tavily_extract,2026-09-17
SCH_MCQUAIL,https://en.wikipedia.org/wiki/Denis_McQuail,1935,2017,https://en.wikipedia.org/wiki/Denis_McQuail,tavily_search+tavily_extract,2026-09-17
SCH_MCROBBIE,https://en.wikipedia.org/wiki/Angela_McRobbie,1951,,https://en.wikipedia.org/wiki/Angela_McRobbie,opensearch_en+tavily_extract,2026-09-17
SCH_MEAD,https://en.wikipedia.org/wiki/George_Herbert_Mead,1863,1931,https://en.wikipedia.org/wiki/George_Herbert_Mead,opensearch_en+tavily_extract,2026-09-17
SCH_MEYROWITZ,https://en.wikipedia.org/wiki/Joshua_Meyrowitz,1949,,https://en.wikipedia.org/wiki/Joshua_Meyrowitz,tavily_search+tavily_extract,2026-09-17
SCH_MILTON,https://simple.wikipedia.org/wiki/John_Milton,1608,1674,https://simple.wikipedia.org/wiki/John_Milton,tavily_search+tavily_extract,2026-09-17
SCH_MORLEY,https://en.wikipedia.org/wiki/David_Morley,1967,2004,https://en.wikipedia.org/wiki/David_Morley,opensearch_en+tavily_extract,2026-09-17
SCH_MOSCO,https://en.wikipedia.org/wiki/Vincent_Mosco,1948,2024,https://en.wikipedia.org/wiki/Vincent_Mosco,opensearch_en+tavily_extract,2026-09-17
SCH_MURDOCK,https://en.wikipedia.org/wiki/Graham_Turnock,,,https://en.wikipedia.org/wiki/Graham_Turnock,opensearch_en+no_years,2026-09-17
SCH_MURROW,https://en.wikipedia.org/wiki/Edward_R._Murrow_High_School,2023,2024,https://en.wikipedia.org/wiki/Edward_R._Murrow_High_School,tavily_search+tavily_extract,2026-09-17
SCH_NOELLE_NEUMANN,https://en.wikipedia.org/wiki/Elisabeth_Noelle-Neumann,1916,2010,https://en.wikipedia.org/wiki/Elisabeth_Noelle-Neumann,opensearch_en+tavily_extract,2026-09-17
SCH_NYSTROM,https://en.wikipedia.org/wiki/Christian_Engstr%C3%B6m,1960,,https://en.wikipedia.org/wiki/Christian_Engstr%C3%B6m,opensearch_en+tavily_extract,2026-09-17
SCH_OCHS,https://en.wikipedia.org/wiki/Adolph_Ochs,1858,1935,https://en.wikipedia.org/wiki/Adolph_Ochs,tavily_search+tavily_extract,2026-09-17
SCH_ONG,https://en.wikipedia.org/wiki/Walter_J._Ong,1912,2003,https://en.wikipedia.org/wiki/Walter_J._Ong,opensearch_en+tavily_extract,2026-09-17
SCH_ORWELL,https://en.wikipedia.org/wiki/George_Orwell,1903,1950,https://en.wikipedia.org/wiki/George_Orwell,opensearch_en+tavily_extract,2026-09-17
SCH_PAGE,https://zh.wikipedia.org/wiki/%E7%99%BD%E6%80%9D%E8%8F%AF,1887,1966,https://zh.wikipedia.org/wiki/%E7%99%BD%E6%80%9D%E8%8F%AF,opensearch_zh+tavily_extract,2026-09-17
SCH_PALEY,https://en.wikipedia.org/wiki/William_Paley,1743,1805,https://en.wikipedia.org/wiki/William_Paley,opensearch_en+tavily_extract,2026-09-17
SCH_PARISER,https://zh.wikipedia.org/wiki/%E5%B8%95%E9%87%8C%E6%96%AF,,,https://zh.wikipedia.org/wiki/%E5%B8%95%E9%87%8C%E6%96%AF,opensearch_zh+no_years,2026-09-17
SCH_PARK,https://zh.wikipedia.org/wiki/%E7%BD%97%E4%BC%AF%E7%89%B9%C2%B7%E5%B8%95%E5%85%8B,1932,2010,https://zh.wikipedia.org/wiki/%E7%BD%97%E4%BC%AF%E7%89%B9%C2%B7%E5%B8%95%E5%85%8B,opensearch_zh+tavily_extract,2026-09-17
SCH_PENG_LAN,https://en.wikipedia.org/wiki/Penglang,,,https://en.wikipedia.org/wiki/Penglang,opensearch_en+no_years,2026-09-17
SCH_PENG_YIZHONG,https://zh.wikipedia.org/wiki/%E5%BD%AD%E7%BF%BC%E4%BB%B2,1860,1889,https://zh.wikipedia.org/wiki/%E5%BD%AD%E7%BF%BC%E4%BB%B2,opensearch_zh+tavily_extract,2026-09-17
SCH_POSTMAN,https://en.wikipedia.org/wiki/Neil_Postman,1931,2003,https://en.wikipedia.org/wiki/Neil_Postman,opensearch_en+tavily_extract,2026-09-17
SCH_PULITZER,https://en.wikipedia.org/wiki/Joseph_Pulitzer,1847,1911,https://en.wikipedia.org/wiki/Joseph_Pulitzer,opensearch_en+tavily_extract,2026-09-17
SCH_QIU_JIN,https://en.wikipedia.org/wiki/Qiu_Jin,1875,1907,https://en.wikipedia.org/wiki/Qiu_Jin,tavily_search+tavily_extract,2026-09-17
SCH_QU_QIUBAI,https://zh.wikipedia.org/wiki/%E7%9E%BF%E7%A7%8B%E7%99%BD,1899,1935,https://zh.wikipedia.org/wiki/%E7%9E%BF%E7%A7%8B%E7%99%BD,opensearch_zh+tavily_extract,2026-09-17
SCH_RAYMOND,https://en.wikipedia.org/wiki/Henry_Raymond_Selden,1821,1865,https://en.wikipedia.org/wiki/Henry_Raymond_Selden,opensearch_en+tavily_extract,2026-09-17
SCH_REN_BAITAO,https://en.wikipedia.org/wiki/Renata_Oganesian,2001,,https://en.wikipedia.org/wiki/Renata_Oganesian,opensearch_en+tavily_extract,2026-09-17
SCH_RIESMAN,https://en.wikipedia.org/wiki/David_Riesman,1909,2002,https://en.wikipedia.org/wiki/David_Riesman,opensearch_en+tavily_extract,2026-09-17
SCH_ROGERS,https://en.wikipedia.org/wiki/Everett_Rogers,1931,2004,https://en.wikipedia.org/wiki/Everett_Rogers,opensearch_en+tavily_extract,2026-09-17
SCH_SARNOFF,https://en.wikipedia.org/wiki/David_Sarnoff,1891,1971,https://en.wikipedia.org/wiki/David_Sarnoff,tavily_search+tavily_extract,2026-09-17
SCH_SCHILLER,https://en.wikipedia.org/wiki/Herbert_Schiller,1919,2000,https://en.wikipedia.org/wiki/Herbert_Schiller,opensearch_en+tavily_extract,2026-09-17
SCH_SCHRAMM,https://en.wikipedia.org/wiki/Wilbur_Schramm,1907,1987,https://en.wikipedia.org/wiki/Wilbur_Schramm,opensearch_en+tavily_extract,2026-09-17
SCH_SHANNON,https://zh.wikipedia.org/wiki/%E9%A6%99%E5%86%9C%C2%B7%E8%8E%B1%E6%89%98,1970,,https://zh.wikipedia.org/wiki/%E9%A6%99%E5%86%9C%C2%B7%E8%8E%B1%E6%89%98,opensearch_zh+tavily_extract,2026-09-17
SCH_SHAO_PIAOPING,https://en.wikipedia.org/wiki/Shao_Piaoping,1884,1926,https://en.wikipedia.org/wiki/Shao_Piaoping,opensearch_en+tavily_extract,2026-09-17
SCH_SHAW,https://en.wikipedia.org/wiki/Donald_Shaw_(musician),1967,,https://en.wikipedia.org/wiki/Donald_Shaw_(musician),tavily_search+tavily_extract,2026-09-17
SCH_SHIRKY,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%8E%B1%C2%B7%E8%88%8D%E5%9F%BA,1964,,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%8E%B1%C2%B7%E8%88%8D%E5%9F%BA,opensearch_zh+tavily_extract,2026-09-17
SCH_SHI_LIANGCAI,https://en.wikipedia.org/wiki/Shi_Liangcai,1880,1934,https://en.wikipedia.org/wiki/Shi_Liangcai,tavily_search+tavily_extract,2026-09-17
SCH_SMEDLEY,https://en.wikipedia.org/wiki/Agnes_Smedley,1892,1950,https://en.wikipedia.org/wiki/Agnes_Smedley,opensearch_en+tavily_extract,2026-09-17
SCH_SMYTHE,https://en.wikipedia.org/wiki/Dallas_Walker_Smythe,1907,1992,https://en.wikipedia.org/wiki/Dallas_Walker_Smythe,opensearch_en+tavily_extract,2026-09-17
SCH_SNOW,https://zh.wikipedia.org/wiki/%E6%96%AF%E8%AF%BA,1905,1972,https://zh.wikipedia.org/wiki/%E6%96%AF%E8%AF%BA,opensearch_zh+tavily_extract,2026-09-17
SCH_STEFFENS,https://en.wikipedia.org/wiki/Lincoln_Steffens,1866,1936,https://en.wikipedia.org/wiki/Lincoln_Steffens,tavily_search+tavily_extract,2026-09-17
SCH_STOUFFER,https://en.wikipedia.org/wiki/Samuel_A._Stouffer,1900,1960,https://en.wikipedia.org/wiki/Samuel_A._Stouffer,opensearch_en+tavily_extract,2026-09-17
SCH_STRATE,https://en.wikipedia.org/wiki/Lance_Strate,1957,,https://en.wikipedia.org/wiki/Lance_Strate,tavily_search+tavily_extract,2026-09-17
SCH_SUNSTEIN,https://zh.wikipedia.org/wiki/%E6%A1%91%E6%96%AF,,,https://zh.wikipedia.org/wiki/%E6%A1%91%E6%96%AF,opensearch_zh+no_years,2026-09-17
SCH_TARBELL,https://simple.wikipedia.org/wiki/Ida_Tarbell,1857,1944,https://simple.wikipedia.org/wiki/Ida_Tarbell,tavily_search+tavily_extract,2026-09-17
SCH_THOMPSON,https://en.wikipedia.org/wiki/Hunter_S._Thompson,1937,2005,https://en.wikipedia.org/wiki/Hunter_S._Thompson,opensearch_en+tavily_extract,2026-09-17
SCH_TICHENOR,https://zh.wikipedia.org/wiki/%E8%92%82%E8%AF%BA%C2%B7%E5%85%8B%E9%B2%81%E5%B8%95%E6%8B%89,1975,,https://zh.wikipedia.org/wiki/%E8%92%82%E8%AF%BA%C2%B7%E5%85%8B%E9%B2%81%E5%B8%95%E6%8B%89,opensearch_zh+tavily_extract,2026-09-17
SCH_TURNER,https://simple.wikipedia.org/wiki/Ted_Turner,1938,,https://simple.wikipedia.org/wiki/Ted_Turner,tavily_search+tavily_extract,2026-09-17
SCH_WALTERS,https://en.wikipedia.org/wiki/Barbara_Walters,1929,2022,https://en.wikipedia.org/wiki/Barbara_Walters,opensearch_en+tavily_extract,2026-09-17
SCH_WANG_KANGNIAN,https://en.wikipedia.org/wiki/Wang_Nangxian,1778,1798,https://en.wikipedia.org/wiki/Wang_Nangxian,opensearch_en+tavily_extract,2026-09-17
SCH_WANG_TAO,https://en.wikipedia.org/wiki/Wang_Tao_(table_tennis),1967,,https://en.wikipedia.org/wiki/Wang_Tao_(table_tennis),tavily_search+tavily_extract,2026-09-17
SCH_WANG_YUNSHENG,https://en.wikipedia.org/wiki/Wang_Ruofei,1896,1946,https://en.wikipedia.org/wiki/Wang_Ruofei,opensearch_en+tavily_extract,2026-09-17
SCH_WEAVER,https://en.wikipedia.org/wiki/Warren_Weaver,1894,1978,https://en.wikipedia.org/wiki/Warren_Weaver,opensearch_en+tavily_extract,2026-09-17
SCH_WELLS,https://en.wikipedia.org/wiki/Ida_B._Wells-Barnett_High_School,,,https://en.wikipedia.org/wiki/Ida_B._Wells-Barnett_High_School,tavily_search+no_years,2026-09-17
SCH_WHITE,https://en.wikipedia.org/wiki/David_Manning_%28fictitious_writer%29,,,https://en.wikipedia.org/wiki/David_Manning_%28fictitious_writer%29,opensearch_en+no_years,2026-09-17
SCH_WIENER,https://en.wikipedia.org/wiki/Norbert_Wiener,1894,1964,https://en.wikipedia.org/wiki/Norbert_Wiener,opensearch_en+tavily_extract,2026-09-17
SCH_WILLIAMS,https://en.wikipedia.org/wiki/Raymond_Williams,1921,1988,https://en.wikipedia.org/wiki/Raymond_Williams,opensearch_en+tavily_extract,2026-09-17
